# source: JorikJooken
# original path: jj_extract\knapsackProblemInstances-master\problemInstances\n_400_c_10000000000_g_14_f_0.1_eps_0.0001_s_200\test.in
# format: n capacity, then weight value
400 10000000000
5001000163 5001000060
5001000080 5001000008
5001000050 5001000027
5001000136 5001000014
5001000111 5001000168
5001000127 5001000097
5001000026 5001000138
5001000024 5001000070
5001000072 5001000001
5001000081 5001000053
5001000114 5001000121
5001000092 5001000118
5001000016 5001000037
5001000119 5001000144
5001000114 5001000195
5001000196 5001000023
5001000049 5001000069
5001000078 5001000076
5001000050 5001000118
5001000159 5001000102
5001000008 5001000142
5001000006 5001000146
5001000112 5001000159
5001000119 5001000058
5001000004 5001000133
5001000197 5001000005
5001000056 5001000139
2501000008 2501000155
2501000131 2501000039
2501000009 2501000137
2501000080 2501000045
2501000102 2501000031
2501000114 2501000024
2501000044 2501000118
2501000111 2501000195
2501000193 2501000142
2501000164 2501000118
2501000078 2501000155
2501000060 2501000011
2501000073 2501000045
2501000085 2501000166
2501000187 2501000100
2501000010 2501000084
2501000006 2501000020
2501000008 2501000133
2501000061 2501000181
2501000024 2501000188
2501000028 2501000040
2501000135 2501000173
2501000170 2501000031
2501000094 2501000139
2501000186 2501000157
2501000021 2501000082
2501000164 2501000185
1251000129 1251000087
1251000162 1251000008
1251000052 1251000200
1251000117 1251000138
1251000132 1251000191
1251000051 1251000006
1251000045 1251000039
1251000056 1251000177
1251000032 1251000129
1251000125 1251000138
1251000188 1251000131
1251000103 1251000174
1251000055 1251000190
1251000154 1251000161
1251000031 1251000014
1251000039 1251000034
1251000123 1251000105
1251000041 1251000172
1251000066 1251000135
1251000037 1251000016
1251000036 1251000044
1251000024 1251000139
1251000112 1251000092
1251000090 1251000194
1251000149 1251000088
1251000007 1251000107
1251000133 1251000053
626000186 626000194
626000003 626000102
626000025 626000121
626000193 626000197
626000151 626000089
626000015 626000126
626000152 626000003
626000150 626000036
626000117 626000068
626000104 626000116
626000023 626000052
626000093 626000097
626000072 626000098
626000139 626000008
626000082 626000017
626000006 626000013
626000118 626000102
626000038 626000113
626000015 626000174
626000147 626000014
626000047 626000136
626000074 626000116
626000099 626000119
626000003 626000060
626000107 626000182
626000127 626000066
626000177 626000042
313500172 313500024
313500004 313500113
313500038 313500034
313500142 313500144
313500137 313500072
313500154 313500193
313500192 313500090
313500106 313500149
313500100 313500005
313500038 313500154
313500018 313500121
313500106 313500032
313500113 313500157
313500086 313500117
313500178 313500033
313500024 313500197
313500009 313500081
313500093 313500096
313500009 313500004
313500042 313500126
313500029 313500114
313500026 313500064
313500043 313500028
313500166 313500087
313500113 313500113
313500028 313500110
313500157 313500105
157250009 157250150
157250029 157250145
157250121 157250108
157250134 157250098
157250152 157250004
157250136 157250123
157250113 157250097
157250175 157250069
157250012 157250090
157250189 157250057
157250155 157250195
157250034 157250168
157250069 157250093
157250076 157250108
157250081 157250055
157250043 157250100
157250132 157250154
157250017 157250103
157250151 157250091
157250053 157250081
157250074 157250083
157250197 157250176
157250012 157250077
157250068 157250137
157250034 157250046
157250110 157250011
157250023 157250134
79125033 79125101
79125178 79125133
79125028 79125107
79125018 79125191
79125053 79125166
79125129 79125176
79125126 79125103
79125028 79125001
79125140 79125098
79125185 79125096
79125085 79125194
79125018 79125168
79125097 79125169
79125008 79125005
79125193 79125013
79125143 79125158
79125032 79125109
79125121 79125041
79125029 79125041
79125026 79125089
79125095 79125114
79125135 79125181
79125006 79125043
79125038 79125068
79125075 79125098
79125142 79125061
79125121 79125043
40062675 40062552
40062536 40062647
40062522 40062577
40062622 40062690
40062625 40062616
40062592 40062586
40062536 40062577
40062684 40062503
40062654 40062569
40062623 40062632
40062694 40062640
40062507 40062614
40062693 40062631
40062585 40062627
40062632 40062538
40062675 40062526
40062591 40062694
40062609 40062658
40062606 40062503
40062700 40062592
40062535 40062624
40062589 40062504
40062582 40062686
40062617 40062673
40062648 40062510
40062560 40062541
40062624 40062634
20531358 20531261
20531408 20531314
20531315 20531262
20531439 20531277
20531387 20531345
20531413 20531379
20531445 20531371
20531283 20531332
20531378 20531431
20531280 20531331
20531310 20531295
