# source: JorikJooken
# original path: jj_extract\knapsackProblemInstances-master\problemInstances\n_800_c_10000000000_g_10_f_0.2_eps_1e-05_s_300\test.in
# format: n capacity, then weight value
800 10000000000
5000100288 5000100190
5000100049 5000100224
5000100143 5000100146
5000100193 5000100003
5000100003 5000100288
5000100033 5000100185
5000100298 5000100237
5000100281 5000100037
5000100199 5000100300
5000100265 5000100016
5000100290 5000100164
5000100065 5000100210
5000100184 5000100211
5000100184 5000100129
5000100217 5000100194
5000100030 5000100128
5000100254 5000100106
5000100025 5000100077
5000100249 5000100043
5000100219 5000100184
5000100289 5000100083
5000100123 5000100137
5000100159 5000100064
5000100091 5000100059
5000100259 5000100061
5000100108 5000100103
5000100270 5000100198
5000100139 5000100168
5000100277 5000100273
5000100280 5000100267
5000100019 5000100249
5000100281 5000100151
5000100274 5000100161
5000100173 5000100109
5000100213 5000100001
5000100130 5000100191
5000100052 5000100160
5000100269 5000100220
5000100268 5000100242
5000100137 5000100044
5000100102 5000100166
5000100036 5000100031
5000100204 5000100020
5000100211 5000100247
5000100152 5000100281
5000100026 5000100134
5000100069 5000100002
5000100216 5000100093
5000100147 5000100153
5000100137 5000100054
5000100025 5000100081
5000100142 5000100266
5000100001 5000100295
5000100159 5000100093
5000100239 5000100149
5000100287 5000100093
5000100275 5000100271
5000100297 5000100136
5000100247 5000100118
5000100104 5000100287
5000100172 5000100082
5000100042 5000100101
5000100105 5000100142
5000100192 5000100097
5000100117 5000100101
5000100045 5000100029
5000100178 5000100242
5000100298 5000100196
5000100222 5000100124
5000100202 5000100187
5000100195 5000100025
2500100023 2500100258
2500100249 2500100175
2500100260 2500100196
2500100016 2500100277
2500100001 2500100149
2500100055 2500100050
2500100185 2500100205
2500100200 2500100273
2500100235 2500100047
2500100182 2500100116
2500100119 2500100285
2500100097 2500100037
2500100250 2500100132
2500100269 2500100114
2500100064 2500100194
2500100298 2500100091
2500100227 2500100188
2500100115 2500100247
2500100226 2500100136
2500100015 2500100186
2500100005 2500100189
2500100203 2500100202
2500100177 2500100251
2500100270 2500100166
2500100291 2500100037
2500100183 2500100035
2500100095 2500100166
2500100193 2500100240
2500100251 2500100268
2500100292 2500100056
2500100023 2500100194
2500100122 2500100070
2500100290 2500100066
2500100021 2500100005
2500100107 2500100294
2500100211 2500100040
2500100289 2500100107
2500100291 2500100210
2500100075 2500100247
2500100066 2500100218
2500100098 2500100254
2500100255 2500100291
2500100241 2500100195
2500100300 2500100233
2500100270 2500100005
2500100177 2500100041
2500100218 2500100019
2500100018 2500100060
2500100089 2500100116
2500100162 2500100018
2500100171 2500100054
2500100220 2500100004
2500100073 2500100119
2500100026 2500100002
2500100076 2500100130
2500100161 2500100049
2500100100 2500100047
2500100091 2500100198
2500100018 2500100174
2500100014 2500100063
2500100063 2500100259
2500100266 2500100020
2500100037 2500100006
2500100240 2500100244
2500100121 2500100220
2500100264 2500100088
2500100241 2500100132
2500100100 2500100102
2500100141 2500100213
2500100100 2500100108
2500100221 2500100142
1250100051 1250100243
1250100022 1250100041
1250100219 1250100195
1250100108 1250100136
1250100122 1250100212
1250100176 1250100063
1250100046 1250100185
1250100082 1250100122
1250100041 1250100300
1250100016 1250100018
1250100055 1250100077
1250100199 1250100065
1250100257 1250100024
1250100242 1250100039
1250100196 1250100252
1250100245 1250100166
1250100035 1250100238
1250100118 1250100059
1250100167 1250100104
1250100176 1250100234
1250100108 1250100291
1250100280 1250100260
1250100236 1250100137
1250100193 1250100287
1250100259 1250100061
1250100273 1250100167
1250100296 1250100212
1250100025 1250100227
1250100094 1250100250
1250100031 1250100208
1250100186 1250100081
1250100139 1250100056
1250100020 1250100024
1250100140 1250100112
1250100217 1250100115
1250100171 1250100027
1250100090 1250100120
1250100113 1250100037
1250100198 1250100221
1250100229 1250100212
1250100099 1250100152
1250100085 1250100138
1250100135 1250100208
1250100266 1250100025
1250100029 1250100003
1250100221 1250100095
1250100063 1250100105
1250100150 1250100185
1250100011 1250100239
1250100125 1250100166
1250100103 1250100250
1250100006 1250100063
1250100092 1250100037
1250100227 1250100015
1250100070 1250100166
1250100001 1250100070
1250100166 1250100185
1250100144 1250100200
1250100217 1250100195
1250100172 1250100150
1250100060 1250100126
1250100051 1250100014
1250100078 1250100145
1250100254 1250100033
1250100184 1250100173
1250100004 1250100001
1250100102 1250100290
1250100126 1250100300
1250100255 1250100023
1250100216 1250100094
1250100211 1250100218
