# source: JorikJooken
# original path: jj_extract\knapsackProblemInstances-master\problemInstances\n_1000_c_10000000000_g_14_f_0.2_eps_1e-05_s_100\test.in
# format: n capacity, then weight value
1000 10000000000
5000100062 5000100037
5000100049 5000100014
5000100039 5000100085
5000100066 5000100043
5000100032 5000100078
5000100031 5000100044
5000100081 5000100058
5000100089 5000100018
5000100077 5000100009
5000100036 5000100023
5000100082 5000100026
5000100069 5000100096
5000100071 5000100010
5000100016 5000100078
5000100025 5000100025
5000100078 5000100095
5000100048 5000100022
5000100100 5000100070
5000100084 5000100054
5000100067 5000100021
5000100084 5000100029
5000100051 5000100074
5000100080 5000100092
5000100019 5000100045
5000100004 5000100100
5000100026 5000100020
5000100084 5000100016
5000100091 5000100064
5000100020 5000100015
5000100096 5000100014
5000100046 5000100075
5000100028 5000100028
5000100095 5000100012
5000100088 5000100057
5000100054 5000100058
5000100055 5000100074
5000100075 5000100066
5000100065 5000100007
5000100065 5000100084
5000100076 5000100006
5000100027 5000100026
5000100061 5000100062
5000100079 5000100080
5000100035 5000100064
5000100035 5000100050
5000100066 5000100011
5000100030 5000100021
5000100028 5000100088
5000100070 5000100100
5000100090 5000100052
5000100065 5000100083
5000100062 5000100082
5000100061 5000100024
5000100093 5000100004
5000100046 5000100072
5000100001 5000100098
5000100004 5000100019
5000100093 5000100076
5000100093 5000100023
5000100052 5000100035
5000100009 5000100047
2500100062 2500100081
2500100012 2500100078
2500100089 2500100037
2500100008 2500100017
2500100004 2500100069
2500100052 2500100060
2500100033 2500100086
2500100013 2500100006
2500100029 2500100053
2500100044 2500100077
2500100063 2500100014
2500100072 2500100031
2500100003 2500100072
2500100046 2500100082
2500100077 2500100048
2500100097 2500100066
2500100082 2500100076
2500100091 2500100095
2500100003 2500100020
2500100066 2500100043
2500100076 2500100057
2500100026 2500100079
2500100027 2500100086
2500100040 2500100061
2500100011 2500100090
2500100062 2500100071
2500100051 2500100062
2500100071 2500100027
2500100020 2500100050
2500100018 2500100070
2500100031 2500100071
2500100009 2500100039
2500100006 2500100075
2500100092 2500100097
2500100079 2500100091
2500100025 2500100020
2500100076 2500100044
2500100071 2500100078
2500100030 2500100074
2500100064 2500100028
2500100033 2500100093
2500100079 2500100058
2500100038 2500100031
2500100012 2500100008
2500100062 2500100010
2500100025 2500100083
2500100052 2500100061
2500100014 2500100070
2500100001 2500100056
2500100083 2500100055
2500100056 2500100012
2500100029 2500100035
2500100094 2500100076
2500100018 2500100003
2500100026 2500100082
2500100010 2500100059
2500100055 2500100098
2500100080 2500100080
2500100049 2500100016
2500100005 2500100086
2500100065 2500100051
1250100009 1250100051
1250100053 1250100062
1250100048 1250100024
1250100070 1250100019
1250100077 1250100073
1250100033 1250100068
1250100078 1250100072
1250100073 1250100095
1250100080 1250100069
1250100039 1250100100
1250100028 1250100050
1250100071 1250100063
1250100003 1250100050
1250100087 1250100094
1250100041 1250100077
1250100001 1250100032
1250100062 1250100009
1250100026 1250100090
1250100041 1250100087
1250100012 1250100036
1250100075 1250100054
1250100047 1250100034
1250100099 1250100058
1250100025 1250100059
1250100086 1250100072
1250100052 1250100042
1250100085 1250100053
1250100025 1250100022
1250100094 1250100017
1250100021 1250100036
1250100086 1250100031
1250100028 1250100072
1250100088 1250100048
1250100016 1250100098
1250100100 1250100090
1250100021 1250100014
1250100019 1250100068
1250100039 1250100050
1250100094 1250100087
1250100073 1250100026
1250100051 1250100069
1250100057 1250100068
1250100021 1250100063
1250100022 1250100100
1250100010 1250100040
1250100022 1250100018
1250100054 1250100003
1250100048 1250100100
1250100004 1250100045
1250100091 1250100079
1250100085 1250100035
1250100009 1250100079
1250100090 1250100077
1250100038 1250100020
1250100052 1250100081
1250100067 1250100089
1250100005 1250100056
1250100059 1250100062
1250100033 1250100079
1250100048 1250100082
1250100008 1250100017
625100011 625100023
625100087 625100047
625100009 625100073
625100033 625100031
625100071 625100006
625100069 625100037
625100013 625100080
625100031 625100005
625100076 625100037
625100006 625100023
625100091 625100070
625100074 625100040
625100085 625100003
625100089 625100075
625100084 625100006
625100027 625100001
625100008 625100087
625100008 625100030
625100059 625100024
625100009 625100019
625100053 625100017
625100092 625100045
625100088 625100005
625100023 625100056
625100073 625100063
