# source: JorikJooken
# original path: jj_extract\knapsackProblemInstances-master\problemInstances\n_800_c_10000000000_g_14_f_0.2_eps_0_s_300\test.in
# format: n capacity, then weight value
800 10000000000
5000000238 5000000163
5000000012 5000000277
5000000115 5000000167
5000000125 5000000211
5000000125 5000000190
5000000154 5000000253
5000000142 5000000218
5000000249 5000000104
5000000277 5000000208
5000000084 5000000060
5000000017 5000000043
5000000019 5000000257
5000000294 5000000291
5000000219 5000000118
5000000068 5000000064
5000000280 5000000203
5000000238 5000000104
5000000141 5000000290
5000000232 5000000189
5000000095 5000000007
5000000050 5000000101
5000000120 5000000158
5000000176 5000000137
5000000176 5000000183
5000000189 5000000114
5000000221 5000000077
5000000158 5000000280
5000000230 5000000296
5000000045 5000000187
5000000080 5000000224
5000000150 5000000045
5000000099 5000000227
5000000219 5000000076
5000000231 5000000123
5000000175 5000000280
5000000182 5000000227
5000000146 5000000016
5000000208 5000000081
5000000223 5000000293
5000000223 5000000097
5000000200 5000000286
5000000117 5000000036
5000000109 5000000228
5000000016 5000000036
5000000277 5000000291
5000000177 5000000147
5000000300 5000000045
5000000276 5000000183
5000000244 5000000154
2500000126 2500000288
2500000216 2500000024
2500000145 2500000056
2500000149 2500000085
2500000088 2500000008
2500000178 2500000197
2500000237 2500000286
2500000036 2500000282
2500000069 2500000216
2500000064 2500000066
2500000166 2500000193
2500000119 2500000099
2500000275 2500000017
2500000292 2500000076
2500000004 2500000080
2500000205 2500000036
2500000059 2500000212
2500000222 2500000033
2500000249 2500000148
2500000043 2500000211
2500000279 2500000280
2500000159 2500000058
2500000204 2500000267
2500000064 2500000252
2500000115 2500000121
2500000219 2500000067
2500000246 2500000017
2500000141 2500000275
2500000239 2500000162
2500000024 2500000286
2500000277 2500000108
2500000018 2500000085
2500000141 2500000251
2500000048 2500000137
2500000286 2500000062
2500000085 2500000090
2500000009 2500000238
2500000139 2500000188
2500000215 2500000134
2500000218 2500000261
2500000227 2500000211
2500000259 2500000210
2500000100 2500000283
2500000272 2500000228
2500000242 2500000185
2500000251 2500000084
2500000259 2500000088
2500000033 2500000085
2500000278 2500000239
1250000099 1250000059
1250000105 1250000157
1250000186 1250000042
1250000080 1250000093
1250000117 1250000037
1250000136 1250000277
1250000209 1250000024
1250000072 1250000225
1250000001 1250000057
1250000081 1250000002
1250000041 1250000187
1250000068 1250000050
1250000152 1250000052
1250000234 1250000084
1250000122 1250000004
1250000006 1250000142
1250000168 1250000010
1250000184 1250000024
1250000274 1250000271
1250000048 1250000112
1250000193 1250000174
1250000215 1250000220
1250000058 1250000159
1250000215 1250000199
1250000024 1250000175
1250000168 1250000069
1250000237 1250000212
1250000069 1250000177
1250000030 1250000023
1250000137 1250000208
1250000283 1250000066
1250000219 1250000135
1250000286 1250000188
1250000188 1250000099
1250000225 1250000285
1250000253 1250000020
1250000202 1250000269
1250000138 1250000175
1250000015 1250000088
1250000244 1250000108
1250000074 1250000063
1250000253 1250000081
1250000276 1250000237
1250000125 1250000225
1250000266 1250000091
1250000048 1250000045
1250000149 1250000214
1250000181 1250000291
1250000212 1250000039
625000196 625000224
625000040 625000036
625000242 625000261
625000078 625000146
625000058 625000067
625000102 625000059
625000285 625000130
625000065 625000283
625000166 625000232
625000181 625000296
625000080 625000282
625000062 625000199
625000128 625000071
625000030 625000200
625000094 625000264
625000183 625000267
625000064 625000089
625000062 625000014
625000083 625000151
625000160 625000168
625000264 625000294
625000066 625000216
625000278 625000063
625000132 625000182
625000007 625000046
625000031 625000116
625000056 625000280
625000164 625000117
625000188 625000028
625000228 625000062
625000151 625000044
625000158 625000002
625000222 625000028
625000265 625000234
625000158 625000141
625000208 625000230
625000032 625000269
625000175 625000270
625000273 625000269
625000220 625000238
625000146 625000048
625000232 625000062
625000148 625000288
625000058 625000095
625000141 625000100
625000145 625000209
625000139 625000153
625000067 625000212
625000258 625000149
312500135 312500051
312500098 312500190
312500071 312500001
312500053 312500049
312500198 312500290
312500270 312500025
312500085 312500230
312500103 312500065
312500293 312500239
312500003 312500071
312500111 312500069
312500194 312500010
312500137 312500237
312500221 312500281
312500171 312500030
312500282 312500187
312500218 312500232
312500243 312500264
312500226 312500184
312500270 312500171
312500250 312500115
312500146 312500019
312500225 312500184
312500101 312500091
312500287 312500016
312500139 312500110
312500226 312500028
312500153 312500035
312500046 312500290
312500156 312500226
312500273 312500083
312500179 312500178
312500134 312500100
312500052 312500130
312500295 312500101
312500200 312500060
312500101 312500188
312500008 312500264
312500205 312500162
312500018 312500019
312500208 312500143
312500147 312500074
312500227 312500026
312500124 312500019
312500071 312500002
312500025 312500270
312500211 312500131
312500007 312500003
312500206 312500152
156250015 156250126
156250162 156250263
156250255 156250054
156250010 156250226
156250117 156250154
156250052 156250020
156250286 156250036
156250087 156250258
156250035 156250045
156250115 156250241
156250196 156250026
156250201 156250231
156250031 156250254
156250259 156250165
156250159 156250217
156250107 156250260
156250025 156250033
156250264 156250053
156250134 156250092
156250061 156250133
156250169 156250172
156250143 156250097
156250031 156250255
156250155 156250298
156250185 156250041
156250258 156250116
156250053 156250050
156250020 156250220
156250090 156250099
156250107 156250190
156250252 156250204
156250278 156250073
156250106 156250175
156250163 156250096
156250095 156250018
156250025 156250055
156250023 156250043
156250003 156250195
156250275 156250093
156250035 156250184
156250297 156250249
156250066 156250132
156250184 156250197
156250076 156250289
156250266 156250286
156250254 156250156
156250220 156250163
156250251 156250180
156250275 156250131
78125269 78125062
78125232 78125259
78125270 78125143
78125265 78125059
78125001 78125075
78125232 78125111
78125156 78125299
78125268 78125017
78125147 78125048
78125269 78125258
78125029 78125156
78125034 78125197
78125172 78125215
78125233 78125288
78125080 78125084
78125273 78125242
78125060 78125253
78125256 78125164
78125042 78125021
78125103 78125186
78125143 78125164
78125189 78125228
78125001 78125078
78125196 78125232
78125273 78125056
78125183 78125098
78125011 78125004
78125137 78125114
78125149 78125278
78125251 78125089
78125063 78125151
78125024 78125286
78125224 78125158
78125052 78125122
78125279 78125221
78125057 78125032
78125177 78125238
78125286 78125001
78125151 78125203
78125295 78125261
78125189 78125254
78125019 78125089
78125153 78125212
78125297 78125098
78125229 78125147
78125242 78125054
78125250 78125240
78125210 78125218
78125010 78125150
39062709 39062679
39062731 39062513
39062565 39062730
39062618 39062579
39062582 39062690
39062509 39062757
39062504 39062628
39062569 39062661
39062767 39062783
39062590 39062796
39062542 39062618
39062696 39062503
39062564 39062614
39062600 39062759
39062688 39062587
39062518 39062601
39062610 39062658
39062514 39062709
39062529 39062544
