# source: JorikJooken
# original path: jj_extract\knapsackProblemInstances-master\problemInstances\n_1000_c_10000000000_g_14_f_0.2_eps_0_s_300\test.in
# format: n capacity, then weight value
1000 10000000000
5000000267 5000000172
5000000132 5000000159
5000000146 5000000123
5000000174 5000000042
5000000037 5000000202
5000000084 5000000276
5000000070 5000000155
5000000169 5000000143
5000000294 5000000182
5000000062 5000000075
5000000014 5000000204
5000000192 5000000128
5000000130 5000000019
5000000126 5000000189
5000000064 5000000246
5000000019 5000000228
5000000003 5000000241
5000000173 5000000084
5000000170 5000000223
5000000017 5000000149
5000000148 5000000051
5000000202 5000000005
5000000221 5000000248
5000000204 5000000086
5000000022 5000000090
5000000154 5000000104
5000000277 5000000105
5000000094 5000000200
5000000203 5000000030
5000000067 5000000188
5000000078 5000000221
5000000053 5000000298
5000000045 5000000007
5000000045 5000000006
5000000066 5000000181
5000000134 5000000269
5000000119 5000000167
5000000082 5000000278
5000000169 5000000186
5000000047 5000000098
5000000036 5000000226
5000000041 5000000191
5000000265 5000000131
5000000210 5000000239
5000000216 5000000207
5000000118 5000000097
5000000261 5000000204
5000000256 5000000230
5000000137 5000000184
5000000171 5000000281
5000000261 5000000098
5000000004 5000000136
5000000182 5000000286
5000000198 5000000211
5000000271 5000000089
5000000091 5000000191
5000000135 5000000154
5000000006 5000000235
5000000280 5000000211
5000000143 5000000256
5000000241 5000000231
2500000111 2500000185
2500000096 2500000054
2500000083 2500000213
2500000236 2500000248
2500000172 2500000253
2500000262 2500000237
2500000169 2500000150
2500000156 2500000212
2500000029 2500000254
2500000004 2500000079
2500000067 2500000043
2500000186 2500000237
2500000140 2500000261
2500000066 2500000060
2500000149 2500000037
2500000019 2500000055
2500000055 2500000044
2500000003 2500000226
2500000216 2500000262
2500000011 2500000087
2500000291 2500000214
2500000257 2500000087
2500000027 2500000297
2500000280 2500000232
2500000037 2500000246
2500000067 2500000003
2500000044 2500000300
2500000252 2500000067
2500000085 2500000145
2500000220 2500000046
2500000002 2500000092
2500000140 2500000050
2500000168 2500000179
2500000134 2500000047
2500000276 2500000205
2500000237 2500000075
2500000147 2500000285
2500000060 2500000128
2500000227 2500000199
2500000274 2500000088
2500000149 2500000082
2500000031 2500000078
2500000079 2500000209
2500000137 2500000209
2500000077 2500000116
2500000198 2500000210
2500000114 2500000032
2500000254 2500000233
2500000029 2500000200
2500000079 2500000185
2500000172 2500000283
2500000048 2500000070
2500000064 2500000066
2500000039 2500000032
2500000197 2500000072
2500000023 2500000216
2500000153 2500000238
2500000050 2500000026
2500000215 2500000196
2500000123 2500000139
2500000072 2500000048
1250000114 1250000086
1250000125 1250000246
1250000009 1250000205
1250000251 1250000215
1250000139 1250000048
1250000039 1250000031
1250000233 1250000136
1250000173 1250000185
1250000105 1250000295
1250000161 1250000116
1250000074 1250000147
1250000033 1250000265
1250000242 1250000193
1250000151 1250000052
1250000234 1250000011
1250000163 1250000270
1250000168 1250000007
1250000178 1250000011
1250000044 1250000273
1250000015 1250000290
1250000233 1250000227
1250000070 1250000030
1250000226 1250000214
1250000163 1250000276
1250000011 1250000137
1250000006 1250000214
1250000001 1250000171
1250000038 1250000038
1250000120 1250000288
1250000259 1250000267
1250000017 1250000265
1250000009 1250000268
1250000060 1250000164
1250000223 1250000030
1250000073 1250000155
1250000041 1250000166
1250000202 1250000114
1250000039 1250000170
1250000233 1250000222
1250000008 1250000130
1250000086 1250000255
1250000179 1250000084
1250000294 1250000123
1250000119 1250000051
1250000028 1250000104
1250000244 1250000024
1250000105 1250000117
1250000242 1250000044
1250000186 1250000254
1250000242 1250000181
1250000156 1250000095
1250000168 1250000129
1250000064 1250000029
1250000010 1250000140
1250000204 1250000152
1250000025 1250000231
1250000010 1250000148
1250000293 1250000041
1250000051 1250000285
1250000119 1250000163
1250000014 1250000230
625000218 625000142
625000206 625000094
625000184 625000191
625000286 625000162
625000140 625000157
625000254 625000022
625000065 625000004
625000268 625000024
625000177 625000251
625000255 625000123
625000239 625000115
625000183 625000239
625000257 625000075
625000067 625000054
625000018 625000092
625000236 625000294
625000023 625000072
625000107 625000099
625000081 625000296
625000186 625000178
625000243 625000259
625000006 625000188
625000141 625000286
625000274 625000261
625000246 625000297
625000106 625000120
625000169 625000100
625000269 625000036
625000043 625000235
625000053 625000188
625000130 625000219
625000121 625000119
625000111 625000018
625000213 625000042
625000056 625000087
625000293 625000098
625000104 625000018
625000265 625000171
625000245 625000187
625000161 625000145
625000036 625000122
625000147 625000272
625000002 625000264
625000074 625000211
625000177 625000015
625000044 625000057
625000194 625000144
625000082 625000281
625000191 625000111
625000023 625000234
625000213 625000210
625000022 625000036
625000218 625000250
625000045 625000177
625000085 625000269
625000262 625000039
625000255 625000216
625000265 625000285
625000145 625000274
625000227 625000058
625000122 625000261
312500189 312500029
312500140 312500142
312500212 312500132
312500121 312500042
312500159 312500289
312500254 312500256
312500077 312500172
312500154 312500267
312500098 312500237
312500075 312500004
312500233 312500049
312500056 312500275
312500052 312500041
312500011 312500003
